"Colony","Wave","Study","Yard","Treatment","Inoculated","Alive","SSMites","AWMites","CCMites","ABees","CBrood","HStores"
"TO20",12,"TO","Garrett","HV","No",TRUE,NA,NA,0,NA,NA,NA
"TO20",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO20",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO20",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO20",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO20",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO20",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",2,"TO","Garrett","HV","No",TRUE,6,NA,NA,NA,NA,NA
"TO21",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",4,"TO","Garrett","HV","No",TRUE,3,NA,NA,9.4,4.15,0.4
"TO21",5,"TO","Garrett","HV","No",TRUE,4,NA,NA,NA,NA,NA
"TO21",6,"TO","Garrett","HV","No",TRUE,19,NA,19,6.8,1.55,3.2
"TO21",7,"TO","Garrett","HV","No",TRUE,NA,32,NA,NA,NA,NA
"TO21",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",12,"TO","Garrett","HV","No",TRUE,NA,NA,5,NA,NA,NA
"TO21",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO21",17,"TO","Garrett","HV","No",FALSE,550,NA,NA,NA,NA,NA
"TO21",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO21",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",2,"TO","Garrett","HV","No",TRUE,1,NA,NA,NA,NA,NA
"TO22",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",4,"TO","Garrett","HV","No",TRUE,2,NA,NA,8.6,4.25,1.05
"TO22",5,"TO","Garrett","HV","No",TRUE,6,NA,NA,NA,NA,NA
"TO22",6,"TO","Garrett","HV","No",TRUE,9,NA,1,8.8,2.85,6.75
"TO22",7,"TO","Garrett","HV","No",TRUE,NA,16,NA,NA,NA,NA
"TO22",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",12,"TO","Garrett","HV","No",TRUE,NA,NA,1,NA,NA,NA
"TO22",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO22",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO22",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",2,"TO","Garrett","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO23",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",4,"TO","Garrett","HV","No",TRUE,4,NA,NA,14.3,3.75,0.35
"TO23",5,"TO","Garrett","HV","No",TRUE,17,NA,NA,NA,NA,NA
"TO23",6,"TO","Garrett","HV","No",TRUE,18,NA,7,6.6,2.6,8.95
"TO23",7,"TO","Garrett","HV","No",TRUE,NA,12,NA,NA,NA,NA
"TO23",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",12,"TO","Garrett","HV","No",TRUE,NA,NA,0,NA,NA,NA
"TO23",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO23",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO23",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",2,"TO","Garrett","HV","No",TRUE,5,NA,NA,NA,NA,NA
"TO24",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",4,"TO","Garrett","HV","No",TRUE,2,NA,NA,6.75,4.3,4.45
"TO24",5,"TO","Garrett","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO24",6,"TO","Garrett","HV","No",TRUE,1,NA,0,7.25,2.3,13.4
"TO24",7,"TO","Garrett","HV","No",TRUE,NA,0,NA,NA,NA,NA
"TO24",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",12,"TO","Garrett","HV","No",TRUE,NA,NA,0,NA,NA,NA
"TO24",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO24",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO24",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO25",2,"TO","Garrett","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO25",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO25",4,"TO","Garrett","HV","No",TRUE,5,NA,NA,5.7,2.9,1.7
"TO25",5,"TO","Garrett","HV","No",TRUE,4,NA,NA,NA,NA,NA
"TO25",6,"TO","Garrett","HV","No",FALSE,2,NA,NA,NA,NA,NA
"TO25",7,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",8,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",9,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",10,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",11,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",12,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",13,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",14,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",15,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",16,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO25",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",2,"TO","Garrett","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO26",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",4,"TO","Garrett","HV","No",TRUE,0,NA,NA,12.4,3.6,2.5
"TO26",5,"TO","Garrett","HV","No",TRUE,5,NA,NA,NA,NA,NA
"TO26",6,"TO","Garrett","HV","No",TRUE,NA,NA,10,9.4,1.9,6.35
"TO26",7,"TO","Garrett","HV","No",TRUE,NA,24,NA,NA,NA,NA
"TO26",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",12,"TO","Garrett","HV","No",TRUE,NA,NA,7,NA,NA,NA
"TO26",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO26",17,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO26",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",2,"TO","Garrett","HV","No",TRUE,1,NA,NA,NA,NA,NA
"TO27",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",4,"TO","Garrett","HV","No",TRUE,4,NA,NA,10.05,6.4,0.65
"TO27",5,"TO","Garrett","HV","No",TRUE,7,NA,NA,NA,NA,NA
"TO27",6,"TO","Garrett","HV","No",TRUE,6,NA,1,10.25,2.95,6.1
"TO27",7,"TO","Garrett","HV","No",TRUE,NA,8,NA,NA,NA,NA
"TO27",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",12,"TO","Garrett","HV","No",TRUE,NA,NA,0,NA,NA,NA
"TO27",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO27",17,"TO","Garrett","HV","No",TRUE,206,NA,NA,NA,NA,NA
"TO27",18,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",19,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO27",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO28",1,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",2,"TO","Garrett","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO28",3,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",4,"TO","Garrett","HV","No",TRUE,7,NA,NA,8.65,3.7,1.85
"TO28",5,"TO","Garrett","HV","No",TRUE,8,NA,NA,NA,NA,NA
"TO28",6,"TO","Garrett","HV","No",TRUE,18,NA,6,12.5,2.7,7.4
"TO28",7,"TO","Garrett","HV","No",TRUE,NA,25,NA,NA,NA,NA
"TO28",8,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",9,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",10,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",11,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",12,"TO","Garrett","HV","No",TRUE,NA,NA,4,NA,NA,NA
"TO28",13,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",14,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",15,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",16,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",17,"TO","Garrett","HV","No",TRUE,462,NA,NA,NA,NA,NA
"TO28",18,"TO","Garrett","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO28",19,"TO","Garrett","HV","No",FALSE,490,NA,NA,NA,NA,NA
"TO28",20,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO28",21,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO28",22,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO28",23,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO28",24,"TO","Garrett","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",1,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO85",2,"TO","Native.Sun","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO85",3,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",4,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",5,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",6,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",7,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",8,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",9,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",10,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",11,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",12,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",13,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",14,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",15,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",16,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",17,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",18,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",19,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",20,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",21,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",22,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",23,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO85",24,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",1,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO86",2,"TO","Native.Sun","LV","No",TRUE,0,NA,NA,NA,NA,NA
"TO86",3,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",4,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",5,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",6,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",7,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",8,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",9,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",10,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",11,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",12,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",13,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",14,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",15,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",16,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",17,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",18,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",19,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",20,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",21,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",22,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",23,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO86",24,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO87",1,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",2,"TO","Native.Sun","LV","No",TRUE,2,NA,NA,NA,NA,NA
"TO87",3,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,7.95,2.45,2.3
"TO87",4,"TO","Native.Sun","LV","No",TRUE,0,NA,NA,NA,NA,NA
"TO87",5,"TO","Native.Sun","LV","No",TRUE,5,NA,NA,NA,NA,NA
"TO87",6,"TO","Native.Sun","LV","No",TRUE,11,NA,2,5.55,2.55,5.75
"TO87",7,"TO","Native.Sun","LV","No",TRUE,NA,10,NA,NA,NA,NA
"TO87",8,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",9,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",10,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",11,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",12,"TO","Native.Sun","LV","No",TRUE,NA,NA,1,NA,NA,NA
"TO87",13,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",14,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",15,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",16,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",17,"TO","Native.Sun","LV","No",TRUE,8,NA,NA,NA,NA,NA
"TO87",18,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",19,"TO","Native.Sun","LV","No",TRUE,9,NA,NA,NA,NA,NA
"TO87",20,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",21,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",22,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO87",23,"TO","Native.Sun","LV","No",TRUE,48,NA,NA,NA,NA,NA
"TO87",24,"TO","Native.Sun","LV","No",FALSE,24,NA,NA,NA,NA,NA
"TO88",1,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",2,"TO","Native.Sun","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO88",3,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,12.55,4.75,1.8
"TO88",4,"TO","Native.Sun","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO88",5,"TO","Native.Sun","LV","No",TRUE,3,NA,NA,NA,NA,NA
"TO88",6,"TO","Native.Sun","LV","No",TRUE,15,NA,6,7.25,3.05,8.2
"TO88",7,"TO","Native.Sun","LV","No",TRUE,NA,11,NA,NA,NA,NA
"TO88",8,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",9,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",10,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",11,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",12,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",13,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",14,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",15,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",16,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",17,"TO","Native.Sun","LV","No",TRUE,39,NA,NA,NA,NA,NA
"TO88",18,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",19,"TO","Native.Sun","LV","No",TRUE,59,NA,NA,NA,NA,NA
"TO88",20,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",21,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",22,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO88",23,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO88",24,"TO","Native.Sun","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO89",1,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO89",2,"TO","Native.Sun","LV","No",TRUE,0,NA,NA,NA,NA,NA
"TO89",3,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,5.3,2.5,2.45
"TO89",4,"TO","Native.Sun","LV","No",TRUE,0,NA,NA,NA,NA,NA
"TO89",5,"TO","Native.Sun","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO89",6,"TO","Native.Sun","LV","No",TRUE,2,NA,0,7.85,4.1,5.25
"TO89",7,"TO","Native.Sun","LV","No",TRUE,NA,2,NA,NA,NA,NA
"TO89",8,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO89",9,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO89",10,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO89",11,"TO","Native.Sun","LV","No",TRUE,NA,NA,NA,NA,NA,NA
