"Colony","Wave","Study","Yard","Treatment","Inoculated","Alive","SSMites","AWMites","CCMites","ABees","CBrood","HStores"
"TO51",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO51",2,"TO","Sheep","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO51",3,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO51",4,"TO","Sheep","HV","No",TRUE,4,NA,NA,8.8,4.4,2.5
"TO51",5,"TO","Sheep","HV","No",TRUE,37,NA,NA,NA,NA,NA
"TO51",6,"TO","Sheep","HV","No",TRUE,97,NA,10,7.6,3.45,4.35
"TO51",7,"TO","Sheep","HV","No",TRUE,NA,61,NA,NA,NA,NA
"TO51",8,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO51",9,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO51",10,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",11,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",12,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",13,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",14,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",15,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",16,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",17,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",18,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",19,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",20,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",21,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",22,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",23,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO51",24,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO52",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",2,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",3,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",4,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",5,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",6,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",7,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",8,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",9,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",10,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",11,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",12,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",13,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",14,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",15,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",16,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",17,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",18,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",19,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",20,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",21,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",22,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",23,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO52",24,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO53",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO53",2,"TO","Sheep","HV","No",FALSE,1,NA,NA,NA,NA,NA
"TO53",3,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",4,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",5,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",6,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",7,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",8,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",9,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",10,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",11,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",12,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",13,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",14,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",15,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",16,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",17,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",18,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",19,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",20,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",21,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",22,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",23,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO53",24,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO54",2,"TO","Sheep","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO54",3,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO54",4,"TO","Sheep","HV","No",TRUE,3,NA,NA,12.9,4.15,2.35
"TO54",5,"TO","Sheep","HV","No",TRUE,7,NA,NA,NA,NA,NA
"TO54",6,"TO","Sheep","HV","No",TRUE,16,NA,NA,8.6,3.55,11.95
"TO54",7,"TO","Sheep","HV","No",TRUE,NA,24,NA,NA,NA,NA
"TO54",8,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO54",9,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO54",10,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",11,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",12,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",13,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",14,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",15,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",16,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",17,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",18,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",19,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",20,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",21,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",22,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",23,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO54",24,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO55",2,"TO","Sheep","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO55",3,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO55",4,"TO","Sheep","HV","No",TRUE,2,NA,NA,6.4,3.3,1.15
"TO55",5,"TO","Sheep","HV","No",TRUE,7,NA,NA,NA,NA,NA
"TO55",6,"TO","Sheep","HV","No",TRUE,21,NA,NA,6.65,3.55,4.25
"TO55",7,"TO","Sheep","HV","No",TRUE,NA,31,NA,NA,NA,NA
"TO55",8,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO55",9,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO55",10,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",11,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",12,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",13,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",14,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",15,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",16,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",17,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",18,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",19,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",20,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",21,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",22,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",23,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO55",24,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",1,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO56",2,"TO","Sheep","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO56",3,"TO","Sheep","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO56",4,"TO","Sheep","HV","No",TRUE,5,NA,NA,2.9,3.05,3.45
"TO56",5,"TO","Sheep","HV","No",TRUE,7,NA,NA,NA,NA,NA
"TO56",6,"TO","Sheep","HV","No",TRUE,12,NA,NA,2.85,0,6.05
"TO56",7,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",8,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",9,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",10,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",11,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",12,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",13,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",14,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",15,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",16,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",17,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",18,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",19,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",20,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",21,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",22,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",23,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO56",24,"TO","Sheep","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO57",2,"TO","Turkey","LV","No",TRUE,3,NA,NA,NA,NA,NA
"TO57",3,"TO","Turkey","LV","No",TRUE,NA,NA,NA,8.8,3.35,0.8
"TO57",4,"TO","Turkey","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO57",5,"TO","Turkey","LV","No",TRUE,7,NA,NA,NA,NA,NA
"TO57",6,"TO","Turkey","LV","No",TRUE,19,NA,2,7.3,2.65,1.75
"TO57",7,"TO","Turkey","LV","No",TRUE,NA,25,NA,NA,NA,NA
"TO57",8,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",9,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",10,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",11,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",12,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",13,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",14,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",15,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",16,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",17,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",18,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",19,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",20,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",21,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",22,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",23,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO57",24,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO58",2,"TO","Turkey","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO58",3,"TO","Turkey","LV","No",TRUE,NA,NA,NA,7.45,4.5,1.4
"TO58",4,"TO","Turkey","LV","No",TRUE,1,NA,NA,NA,NA,NA
"TO58",5,"TO","Turkey","LV","No",TRUE,18,NA,NA,NA,NA,NA
"TO58",6,"TO","Turkey","LV","No",TRUE,112,NA,47,5.8,2.4,4.7
"TO58",7,"TO","Turkey","LV","No",FALSE,NA,154,NA,NA,NA,NA
"TO58",8,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",9,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",10,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",11,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",12,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",13,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",14,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",15,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",16,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",17,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",18,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",19,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",20,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",21,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",22,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",23,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO58",24,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO59",1,"TO","Turkey","LV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO59",2,"TO","Turkey","LV","Yes",TRUE,2,NA,NA,NA,NA,NA
"TO59",3,"TO","Turkey","LV","Yes",TRUE,NA,NA,NA,8.7,4,1.45
"TO59",4,"TO","Turkey","LV","Yes",TRUE,37,NA,NA,NA,NA,NA
"TO59",5,"TO","Turkey","LV","Yes",TRUE,145,NA,NA,NA,NA,NA
"TO59",6,"TO","Turkey","LV","Yes",TRUE,519,NA,37,5.1,3.05,3.7
"TO59",7,"TO","Turkey","LV","Yes",TRUE,NA,100,NA,NA,NA,NA
"TO59",8,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",9,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",10,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",11,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",12,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",13,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",14,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",15,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",16,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",17,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",18,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",19,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",20,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",21,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",22,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",23,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO59",24,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO60",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO60",2,"TO","Turkey","LV","No",TRUE,4,NA,NA,NA,NA,NA
"TO60",3,"TO","Turkey","LV","No",TRUE,NA,NA,NA,8.7,3.4,2.1
"TO60",4,"TO","Turkey","LV","No",TRUE,3,NA,NA,NA,NA,NA
"TO60",5,"TO","Turkey","LV","No",TRUE,10,NA,NA,NA,NA,NA
"TO60",6,"TO","Turkey","LV","No",TRUE,49,NA,5,8.4,3.35,3.25
"TO60",7,"TO","Turkey","LV","No",TRUE,NA,37,NA,NA,NA,NA
"TO60",8,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",9,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",10,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",11,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",12,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",13,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",14,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",15,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",16,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",17,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",18,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",19,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",20,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",21,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",22,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",23,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO60",24,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO61",2,"TO","Turkey","LV","No",TRUE,0,NA,NA,NA,NA,NA
"TO61",3,"TO","Turkey","LV","No",TRUE,NA,NA,NA,12.6,5.75,3.85
"TO61",4,"TO","Turkey","LV","No",TRUE,6,NA,NA,NA,NA,NA
"TO61",5,"TO","Turkey","LV","No",TRUE,8,NA,NA,NA,NA,NA
"TO61",6,"TO","Turkey","LV","No",TRUE,55,NA,7,5.85,2.35,7.3
"TO61",7,"TO","Turkey","LV","No",TRUE,NA,88,NA,NA,NA,NA
"TO61",8,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",9,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",10,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",11,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",12,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",13,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",14,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",15,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",16,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",17,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",18,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",19,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",20,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",21,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",22,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",23,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO61",24,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO62",1,"TO","Turkey","LV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO62",2,"TO","Turkey","LV","Yes",TRUE,1,NA,NA,NA,NA,NA
"TO62",3,"TO","Turkey","LV","Yes",TRUE,NA,NA,NA,10.85,4.95,2.4
"TO62",4,"TO","Turkey","LV","Yes",TRUE,25,NA,NA,NA,NA,NA
"TO62",5,"TO","Turkey","LV","Yes",TRUE,196,NA,NA,NA,NA,NA
"TO62",6,"TO","Turkey","LV","Yes",TRUE,239,NA,52,3.3,1.8,3
"TO62",7,"TO","Turkey","LV","Yes",TRUE,NA,91,NA,NA,NA,NA
"TO62",8,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",9,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",10,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",11,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",12,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",13,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",14,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",15,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",16,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",17,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",18,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",19,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",20,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",21,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",22,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",23,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO62",24,"TO","Turkey","LV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO63",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO63",2,"TO","Turkey","LV","No",TRUE,8,NA,NA,NA,NA,NA
"TO63",3,"TO","Turkey","LV","No",TRUE,NA,NA,NA,7.55,5.05,1.15
"TO63",4,"TO","Turkey","LV","No",TRUE,4,NA,NA,NA,NA,NA
"TO63",5,"TO","Turkey","LV","No",TRUE,13,NA,NA,NA,NA,NA
"TO63",6,"TO","Turkey","LV","No",TRUE,33,NA,5,6,3.5,4.5
"TO63",7,"TO","Turkey","LV","No",TRUE,NA,55,NA,NA,NA,NA
"TO63",8,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",9,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",10,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",11,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",12,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",13,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",14,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",15,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",16,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",17,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",18,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",19,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",20,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",21,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",22,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",23,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO63",24,"TO","Turkey","LV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO64",1,"TO","Turkey","LV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO64",2,"TO","Turkey","LV","No",TRUE,2,NA,NA,NA,NA,NA
